Book_Name,Author,Rating,Number_of_Reviews,Price,Description,Listening_Time,Audible_Rank,Main_Genre,Genre_List
A Tale of Two Cities,Charles Dickens,4.2,7130.0,32.0,"After eighteen years as a political prisoner in the Bastille, the ageing Doctor Manette is finally released and reunited with his daughter in England. There the lives of two very different men, Charles Darnay, an exiled French aristocrat, and Sydney Carton, a disreputable but brilliant English lawyer, become enmeshed through their love for Lucie Manette. From the tranquil roads of London, they are drawn against their will to the vengeful, bloodstained streets of Paris at the height of the Reign of Terror, and they soon fall under the lethal shadow of La Guillotine.",0 days 13:26:00,667.0,Historical Fiction,"['Historical Fiction', 'Classic Literature', 'Historical Fiction']"
A Thing Beyond Forever: The reward for every true love is not love…,Novoneel Chakraborty,4.2,198.0,668.0,"What happens when life plays a trick on two innocent lovers? What happens when your first love, much against all possibilities, comes back to you in the most bizarre and astounding manifestation ever? ",0 days 07:46:00,3570.0,Contemporary Fiction,"['Contemporary Fiction', 'Contemporary Romance', 'Literary Fiction']"
A Woman First: First Woman: A Memoir,Selina Meyer,4.6,81.0,879.0,"The long-awaited memoir of her tumultuous year in office, A Woman First: First Woman is an intimate first-person account of the public and private lives of Selina Meyer, America's first woman president. Known and beloved throughout the world as a vocal and fearless advocate for adult literacy, fighting AIDS, our military families, and as a stalwart champion of the oppressed, especially the long-suffering people of Tibet, President Meyer is considered one of the world's most notable people. In her own words, she reveals the innermost workings of the world's most powerful office, sharing previous secret details along with her own personal feelings about the historic events of her time. ",0 days 06:00:00,3255.0,Humorous Fiction,"['Humorous Fiction', 'Contemporary Fiction']"
"A World Without Work: Technology, Automation and How We Should Respond",Daniel Susskind,4.3,63.0,888.0,"From mechanical looms to combustion engines to early computers, new technologies have always provoked panic about workers being replaced by machines. In the past, such fears have been misplaced, and many economists maintain that they remain so today. Yet in A World Without Work, Daniel Susskind shows why this time really is different. Advances in artificial intelligence mean that all kinds of jobs are increasingly at risk. ",0 days 09:56:00,2567.0,Automation & Robotics,"['Automation & Robotics', 'Future Studies', 'Technology & Society']"
A Wrinkle in Time,Madeleine L'Engle,4.5,3677.0,904.0,"Madeleine L'Engle's groundbreaking science fiction and fantasy classic, soon to be a major motion picture. This movie tie-in audiobook includes an introduction read by director Ava DuVernay, a foreword read by the author, and an afterword read by Madeleine L’Engle’s granddaughter Charlotte Jones Voiklis. ",0 days 06:27:00,2226.0,Time Travel Science Fiction for Children,"['Time Travel Science Fiction for Children', 'Fiction Classics for Children', 'Fantasy & Magic for Children']"
"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,4.5,701.0,837.0,Here are two well-known facts:,0 days 09:28:00,1781.0,Data Science,"['Data Science', 'Databases & Big Data', 'Textbooks & Study Guides']"
Aapka Bhavishya Aapke Haath Mein [Forge Your Future],A P J Abdul Kalam,4.5,137.0,668.0,"Despite the fact that I spent my childhood in Rameswaram, an isolated island in the south of India, I could get educated, find a job and overcome many obstacles to become the President of my country. If I could overcome all the hardships and achieve what I have, so can you or anyone else. ",0 days 06:45:00,3093.0,Self-Esteem,"['Self-Esteem', 'Personal Success', 'Mind, Body & Spirit']"
Aapka Cheese Meine Hataya [I Moved Your Cheese],Deepak Malhotra,3.7,5.0,233.0,"In this book Deepak Malhotra tells an inspiring story about three unique and adventurous mice, Max, Big, and Zed, who refuse to accept their reality as given. As we watch their lives unfold and intersect, we discover that instead of just blindly chasing after the cheese, each of us has the ability to escape the maze or even reconfigure it to our liking. I Moved Your Cheese reminds us that we can create the new circumstances and realities we want, but first we must discard the often deeply ingrained notion that we are nothing more than mice in someone else's maze.",0 days 01:47:00,1981.0,Personal Success,"['Personal Success', 'Personal Development & Self-Help']"
Aatma Sutra: Aatma Ka Anavaran (Hingori Sutras),Hingori,4.4,4.0,668.0,"This book hopes to act as an internal X-ray mirror, reflecting you to YOU.",0 days 08:11:00,1287.0,Spiritualism,"['Spiritualism', 'Christianity', 'Mind, Body & Spirit']"
Aavarana: The Veil,S. L. Bhyrappa,4.8,413.0,836.0,"Aavarana: The Veil by S. L. Bhyrappa is a story of a free-spirited and rebellious young woman, Lakshmi, who marries the man she is deeply in love with. Amir, her husband, requests she convert to Islam, and she reluctantly agrees. Despite her father being completely against the marriage, she breaks ties with him and changes her name to Razia. However, things change for the worse, and she discovers a different side to Amir. He is not the progressive and liberal person she thought he was. He, along with his family, forces her into practicing Islam. This sets Lakshmi on a journey to uncover India's history of religion, caste, and creed. And she finds out that although Indian society has come a long way over the centuries, it still remains as rigid as before. ",0 days 14:20:00,2758.0,Classic Literature,"['Classic Literature', 'Classic Fiction']"
Aawara Masiha,Vishnu Prabhakar,4.2,40.0,1171.0,"This novel, based on the life of Sarat Chandra Chatterjee, a well-known Bengali novelist and short story writer, is literary and biographical fiction. Sarat Chandra Chatterjee was arguably one of the most popular novelists in the Bengali language. He mainly wrote about the lifestyle, tragedy and struggle of the common people and social practices, because of which he was able to touch the lives of several people. While there are several books published on the life of Sarat, however, no book has been as well-researched and detailed.",0 days 22:47:00,3593.0,Contemporary Fiction,"['Contemporary Fiction', 'Education', 'Crime, Thriller & Mystery']"
Accelerate: Building and Scaling High Performing Technology Organizations,Nicole Forsgren PhD,4.5,447.0,501.0,Accelerate your organization to win in the marketplace. ,0 days 04:58:00,1578.0,Software Development & Engineering,"['Software Development & Engineering', 'Software Architecture', 'Computer Science Books']"
Accepting Myself the Way I Am: Learning to Go Your Own Way,OSHO,3.9,28.0,167.0,"We have lost touch with who we are and how we want to live. It started at birth. From birth we are molded according to the beliefs and ideals of others, and our own potential is ignored. It needs immense courage to go your own way, leaving the crowd behind. The moment you do it you are taking responsibility for your life in your own hands. Osho reminds us that it is a step worth taking. ",0 days 01:23:00,1477.0,Personal Success,"['Personal Success', 'Personal Development & Self-Help']"
"Accessing the Healing Power of the Vagus Nerve: Self-Help Exercises for Anxiety, Depression, Trauma, and Autism",Stanley Rosenberg,4.6,364.0,1505.0, The best-selling book on the topic — now in 13 languages.  ,0 days 08:53:00,4012.0,Naturopathy,"['Naturopathy', 'Depression', 'Neuroscience & Neuropsychology']"
Addison Cooke and the Treasure of the Incas,Jonathan W. Stokes,4.7,170.0,1156.0,"The Goonies meets Indiana Jones and James Patterson's Treasure Hunters in this funny, action-filled adventure series! ",0 days 07:50:00,3518.0,Ancient Historical Fiction for Children,"['Ancient Historical Fiction for Children', 'Survival Stories for Children', 'Historical Action & Adventure for Children']"
"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson PsyD,4.8,1497.0,820.0,"In this breakthrough book, clinical psychologist Lindsay Gibson exposes the destructive nature of parents who are emotionally immature or unavailable. You will see how these parents create a sense of neglect and discover ways to heal from the pain and confusion caused by your childhood. By freeing yourself from your parents' emotional immaturity, you can recover your true nature, control how you react to them, and avoid disappointment. Finally, you'll learn how to create positive new relationships so you can build a better life. ",0 days 06:50:00,2227.0,Dysfunctional Family Relationships,"['Dysfunctional Family Relationships', 'Parent & Adult Children Relationships', 'Mental Health']"
Adultery (Hindi Edition),Paulo Coelho,3.3,9.0,668.0,I want to change. I need to change. I'm gradually losing touch with myself. ,0 days 07:38:00,3208.0,Contemporary Fiction,"['Contemporary Fiction', 'Crime, Thriller & Mystery', 'Contemporary Fiction']"
Aesop's Fables (AmazonClassics Edition),Aesop,4.3,570.0,167.0,"Honesty is the best policy. Beware a wolf in sheep’s clothing. Look before you leap. A bird in the hand. These and countless other everyday expressions originated centuries ago with Aesop, the slave and storyteller of ancient Greece. With humor, irony, and commonsense philosophy, Aesop’s Fables illuminates the follies, frailties, and resilience of humankind to this day. ",0 days 04:33:00,4965.0,"Fairy Tales, Folk Tales & Myths for Children","['Fairy Tales, Folk Tales & Myths for Children', 'Classic Literature', 'Literature & Fiction for Children']"
After,Anna Todd,4.2,352.0,497.0,"Ambiziosa, riservata e con un ragazzo perfetto che l'aspetta a casa, Tessa ama pensare di avere il controllo della sua vita. Al primo anno di college, il suo futuro sembra già segnato: una laurea, un buon lavoro, un matrimonio felice... Sembra, perché Tessa fa a malapena in tempo a mettere piede nel campus che subito s'imbatte in Hardin. E da allora niente è più come prima.",0 days 15:41:00,2953.0,Contemporary Romance,"['Contemporary Romance', 'Romance']"
"Ageless Body, Timeless Mind",Dr. Deepak Chopra,4.4,229.0,1439.0,"""You are only as old as you think you are."" ",0 days 06:26:00,3802.0,Naturopathy,"['Naturopathy', 'Ageing Health', 'Personal Development']"
Agni Ki Udaan [Flight of Fire],A.P.J Abdul Kalam,4.6,578.0,668.0,"Dr. Kalam had a firm belief - that each one of us is born with the strength and potential to make a tangible change in the world. In Agni Ki Udaan, Dr. Kalam recounts his own life journey and while doing so evokes in the listener the need to discover their inner fire and potential. ",0 days 07:11:00,506.0,Biographies of Science & Technology Leaders,"['Biographies of Science & Technology Leaders', 'Biographies & Autobiographies']"
Ahimsa,Supriya Kelkar,4.6,84.0,586.0,"In 1942, when Mahatma Gandhi asks Indians to give one family member to the freedom movement, 10-year-old Anjali is devastated to think of her father risking his life for the freedom struggle.  ",0 days 05:43:00,4221.0,Fiction on Racism & Discrimination for Children,"['Fiction on Racism & Discrimination for Children', 'Fiction on Parents for Children', 'Family Life Fiction for Children']"
Airport,Arthur Hailey,4.4,270.0,820.0,"The number one New York Times best-selling thriller about an airport thrust into chaos by a whiteout blizzard: ""A spellbinder"" (The Denver Post).",0 days 19:17:00,2831.0,Action Thriller Fiction,"['Action Thriller Fiction', 'Suspense', 'Action & Adventure']"
